Year,Month,State,Illnesses,Hospitalizations,Deaths
1998,6,Washington,2,0,0
1998,8,Washington,2,0,0
1998,9,Vermont,4,0,0
1998,12,Vermont,33,0,0
1998,5,Virginia,8,0,0
1998,5,Virginia,5,0,0
1998,10,Texas,29,0,0
1998,9,Texas,8,0,0
1998,8,Texas,7,0,0
1998,8,Texas,60,0,0
1998,8,Texas,8,0,0
1998,8,Texas,225,0,0
1998,7,Texas,3,0,0
1998,7,Texas,6,0,0
1998,7,Texas,19,0,0
1998,7,Texas,4,0,0
1998,6,Texas,23,0,0
1998,6,Texas,20,0,0
1998,6,Texas,2,0,0
1998,6,Texas,2,0,0
1998,5,Texas,5,0,0
1998,5,Texas,141,0,0
1998,5,Texas,50,0,0
1998,4,Texas,18,0,0
1998,4,Texas,15,0,0
1998,4,Texas,2,0,0
1998,3,Texas,78,0,0
1998,2,Texas,2,0,0
1998,2,Texas,5,0,0
1998,2,Texas,22,0,0
1998,1,Texas,218,0,0
1998,5,Tennessee,264,12,0
1998,7,South Dakota,6,1,0
1998,5,South Dakota,10,0,0
1998,12,South Carolina,35,0,0
1998,12,South Carolina,12,1,0
1998,10,Oregon,6,0,0
1998,9,Oregon,5,0,0
1998,7,Oregon,2,0,0
1998,12,Oregon,2,0,0
1998,11,Oregon,22,1,0
1998,12,Oregon,9,0,0
1998,8,Oregon,42,0,0
1998,7,Oregon,150,0,0
1998,5,Oregon,20,0,0
1998,4,Oregon,16,0,0
1998,2,Oregon,4,0,0
1998,2,Oregon,29,2,0
1998,1,Oregon,2,0,0
1998,1,Oregon,8,0,0
1998,10,Oregon,57,0,0
1998,5,Oregon,9,0,0
1998,3,Oregon,28,1,0
1998,7,Oregon,36,0,0
1998,7,Oregon,8,1,0
1998,9,Oregon,250,0,0
1998,6,Oklahoma,8,1,0
1998,12,Ohio,6,0,0
1998,12,Ohio,5,0,0
1998,10,Ohio,9,0,0
1998,12,Ohio,2,0,0
1998,12,Ohio,2,0,0
1998,11,New York,4,0,0
1998,11,New York,15,0,0
1998,10,New York,8,1,0
1998,10,New York,7,0,0
1998,10,New York,3,0,0
1998,10,New York,19,0,0
1998,10,New York,38,0,0
1998,9,New York,5,1,0
1998,9,New York,5,0,0
1998,8,New York,2,0,0
1998,7,New York,12,0,0
1998,7,New York,4,0,0
1998,6,New York,4,0,0
1998,6,New York,28,0,0
1998,6,New York,5,0,0
1998,6,New York,134,10,0
1998,6,New York,2,1,0
1998,6,New York,29,0,0
1998,5,New York,15,0,0
1998,3,New York,17,0,0
1998,3,New York,5,0,0
1998,3,New York,47,0,0
1998,2,New York,8,0,0
1998,2,New York,23,0,0
1998,1,New York,3,1,0
1998,1,New York,2,0,0
1998,12,New York,4,0,0
1998,12,New York,8,0,0
1998,12,New York,5,0,0
1998,12,New York,12,0,0
1998,9,New York,16,0,0
1998,5,New York,44,1,0
1998,12,New York,15,0,0
1998,12,New York,12,0,0
1998,12,New York,8,0,0
1998,12,New York,23,0,0
1998,12,New York,45,0,0
1998,12,New York,4,0,0
1998,11,New York,32,3,0
1998,11,New York,23,0,0
1998,11,New York,27,0,0
1998,11,New York,19,2,0
1998,11,New York,13,0,0
1998,11,New York,14,0,0
1998,10,New York,17,0,0
1998,8,New York,5,0,0
1998,8,New York,19,1,0
1998,8,New York,5,0,0
1998,7,New York,7,0,0
1998,7,New York,2,0,0
1998,7,New York,3,0,0
1998,7,New York,86,31,0
1998,6,New York,10,0,0
1998,6,New York,20,1,0
1998,6,New York,16,1,0
1998,5,New York,21,0,0
1998,5,New York,5,0,0
1998,4,New York,12,0,0
1998,4,New York,5,2,0
1998,4,New York,18,0,0
1998,4,New York,16,0,0
1998,4,New York,12,0,0
1998,3,New York,14,0,0
1998,2,New York,17,0,0
1998,2,New York,17,1,0
1998,2,New York,18,0,0
1998,1,New York,26,0,0
1998,2,New York,9,0,0
1998,9,New York,26,0,0
1998,8,New Mexico,50,0,0
1998,3,New Mexico,20,3,0
1998,11,New Hampshire,112,0,0
1998,9,New Hampshire,6,0,0
1998,8,New Hampshire,28,0,0
1998,7,New Hampshire,18,0,0
1998,3,New Hampshire,12,0,0
1998,2,New Hampshire,16,0,0
1998,5,Nebraska,30,0,0
1998,2,Nebraska,45,0,0
1998,12,North Dakota,92,0,0
1998,9,North Dakota,528,0,0
1998,7,North Carolina,3,0,0
1998,12,North Carolina,46,0,0
1998,10,North Carolina,26,0,0
1998,9,North Carolina,53,0,0
1998,7,North Carolina,2,0,0
1998,7,North Carolina,12,0,0
1998,7,North Carolina,143,0,0
1998,3,North Carolina,9,0,0
1998,3,North Carolina,75,0,0
1998,2,North Carolina,9,0,0
1998,1,North Carolina,8,0,0
1998,10,Montana,40,0,0
1998,9,Montana,6,0,0
1998,8,Montana,37,0,0
1998,6,Montana,11,0,0
1998,8,Montana,120,0,0
1998,6,Montana,45,0,0
1998,12,Mississippi,5,0,0
1998,11,Mississippi,6,0,0
1998,9,Mississippi,26,0,0
1998,7,Mississippi,7,0,0
1998,2,Mississippi,12,0,0
1998,11,Minnesota,27,0,0
1998,5,Multistate,171,0,0
1998,4,Multistate,209,47,0
1998,5,Multistate,34,10,0
1998,7,Multistate,3,0,0
1998,10,Multistate,101,101,21
1998,12,Multistate,86,16,3
1998,12,Michigan,6,0,0
1998,12,Michigan,6,0,0
1998,12,Michigan,6,0,0
1998,12,Michigan,6,0,0
1998,12,Michigan,6,0,0
1998,12,Michigan,2,0,0
1998,12,Michigan,4,0,0
1998,12,Michigan,26,0,0
1998,11,Michigan,2,0,0
1998,11,Michigan,4,0,0
1998,11,Michigan,3,0,0
1998,11,Michigan,180,0,0
1998,10,Michigan,8,0,0
1998,10,Michigan,7,0,0
1998,9,Michigan,4,0,0
1998,9,Michigan,3,0,0
1998,9,Michigan,4,0,0
1998,9,Michigan,5,0,0
1998,8,Michigan,7,0,0
1998,8,Michigan,27,0,0
1998,8,Michigan,2,0,0
1998,8,Michigan,3,0,0
1998,8,Michigan,3,0,0
1998,8,Michigan,2,0,0
1998,8,Michigan,8,0,0
1998,8,Michigan,2,0,0
1998,8,Michigan,2,0,0
1998,7,Michigan,2,0,0
1998,7,Michigan,2,0,0
1998,7,Michigan,6,0,0
1998,7,Michigan,2,0,0
1998,7,Michigan,2,0,0
1998,7,Michigan,3,0,0
1998,7,Michigan,3,0,0
1998,7,Michigan,9,0,0
1998,7,Michigan,3,0,0
1998,6,Michigan,2,0,0
1998,6,Michigan,6,0,0
1998,6,Michigan,5,0,0
1998,6,Michigan,4,0,0
1998,11,Michigan,8,0,0
1998,6,Michigan,7,0,0
1998,6,Michigan,2,0,0
1998,5,Michigan,6,0,0
1998,5,Michigan,2,0,0
1998,5,Michigan,2,0,0
1998,5,Michigan,2,0,0
1998,5,Michigan,2,0,0
1998,5,Michigan,13,0,0
1998,4,Michigan,3,0,0
1998,4,Michigan,4,0,0
1998,4,Michigan,5,0,0
1998,4,Michigan,4,0,0
1998,3,Michigan,3,0,0
1998,3,Michigan,2,0,0
1998,3,Michigan,5,0,0
1998,3,Michigan,11,0,0
1998,2,Michigan,3,0,0
1998,2,Michigan,5,0,0
1998,2,Michigan,5,0,0
1998,1,Michigan,2,0,0
1998,1,Michigan,6,0,0
1998,1,Michigan,5,0,0
1998,1,Michigan,2,0,0
1998,1,Michigan,133,0,0
1998,1,Michigan,47,0,0
1998,2,Michigan,4,0,0
1998,4,Michigan,2,0,0
1998,6,Michigan,3,0,0
1998,12,Maine,2,0,0
1998,12,Maine,35,0,0
1998,11,Maine,7,0,0
1998,9,Maine,2,2,0
1998,7,Maine,2,2,0
1998,6,Maine,3,0,0
1998,5,Maine,5,0,0
1998,5,Maine,3,0,0
1998,5,Maryland,2,0,0
1998,12,Maryland,3,0,0
1998,12,Maryland,3,0,0
1998,1,Maryland,3,0,0
1998,1,Maryland,3,0,0
1998,1,Maryland,4,0,0
1998,10,Maryland,24,0,0
1998,1,Maryland,21,0,0
1998,5,Maryland,3,0,0
1998,12,Maryland,4,0,0
1998,10,Maryland,20,0,0
1998,10,Maryland,4,0,0
1998,8,Maryland,4,0,0
1998,7,Maryland,6,0,0
1998,5,Maryland,4,0,0
1998,4,Maryland,15,0,0
1998,4,Maryland,19,0,0
1998,3,Maryland,11,1,0
1998,3,Maryland,5,0,0
1998,12,Maryland,2,0,0
1998,12,Maryland,10,0,0
1998,12,Maryland,3,0,0
1998,12,Maryland,4,0,0
1998,12,Maryland,2,0,0
1998,12,Maryland,7,0,0
1998,11,Maryland,3,0,0
1998,11,Maryland,7,0,0
1998,11,Maryland,3,0,0
1998,11,Maryland,43,0,0
1998,11,Maryland,2,0,0
1998,11,Maryland,3,0,0
1998,11,Maryland,3,0,0
1998,10,Maryland,3,0,0
1998,10,Maryland,3,0,0
1998,10,Maryland,10,0,0
1998,10,Maryland,2,0,0
1998,10,Maryland,5,0,0
1998,9,Maryland,2,0,0
1998,9,Maryland,2,0,0
1998,9,Maryland,3,0,0
1998,9,Maryland,3,0,0
1998,9,Maryland,3,0,0
1998,9,Maryland,3,0,0
1998,9,Maryland,5,0,0
1998,8,Maryland,4,0,0
1998,8,Maryland,3,0,0
1998,8,Maryland,6,2,0
1998,8,Maryland,3,0,0
1998,8,Maryland,2,0,0
1998,8,Maryland,4,0,0
1998,7,Maryland,13,0,0
1998,7,Maryland,7,0,0
1998,7,Maryland,2,0,0
1998,6,Maryland,4,0,0
1998,6,Maryland,5,0,0
1998,6,Maryland,14,0,0
1998,6,Maryland,3,0,0
1998,6,Maryland,11,0,0
1998,6,Maryland,7,0,0
1998,6,Maryland,3,0,0
1998,6,Maryland,9,0,0
1998,6,Maryland,2,0,0
1998,6,Maryland,7,0,0
1998,5,Maryland,3,0,0
1998,5,Maryland,11,0,0
1998,5,Maryland,2,0,0
1998,5,Maryland,4,0,0
1998,5,Maryland,3,0,0
1998,5,Maryland,16,0,0
1998,5,Maryland,4,0,0
1998,5,Maryland,4,0,0
1998,4,Maryland,3,0,0
1998,4,Maryland,5,0,0
1998,4,Maryland,4,0,0
1998,4,Maryland,3,0,0
1998,4,Maryland,5,0,0
1998,4,Maryland,2,0,0
1998,3,Maryland,26,0,0
1998,3,Maryland,3,0,0
1998,3,Maryland,3,0,0
1998,2,Maryland,8,0,0
1998,2,Maryland,3,0,0
1998,2,Maryland,6,0,0
1998,2,Maryland,2,0,0
1998,2,Maryland,2,0,0
1998,1,Maryland,3,0,0
1998,1,Maryland,2,0,0
1998,1,Maryland,2,0,0
1998,1,Maryland,3,0,0
1998,11,Maryland,2,0,0
1998,5,Louisiana,12,0,0
1998,12,Louisiana,35,0,0
1998,10,Louisiana,43,0,0
1998,8,Louisiana,14,2,0
1998,8,Louisiana,63,9,0
1998,8,Louisiana,23,0,0
1998,6,Louisiana,204,0,0
1998,4,Louisiana,65,0,0
1998,4,Louisiana,47,5,0
1998,10,Kentucky,16,0,0
1998,8,Kentucky,41,1,0
1998,5,Kentucky,30,0,0
1998,10,Indiana,38,0,0
1998,8,Indiana,66,0,0
1998,9,Idaho,18,0,0
1998,8,Idaho,85,0,0
1998,10,Iowa,17,0,0
1998,8,Iowa,41,0,0
1998,4,Iowa,53,0,0
1998,5,Iowa,51,0,0
1998,12,Guam,45,0,0
1998,6,Guam,3,0,0
1998,1,Guam,2,0,0
1998,5,Georgia,17,0,0
1998,9,Georgia,9,0,0
1998,9,Georgia,20,0,0
1998,9,Georgia,60,0,0
1998,9,Georgia,101,0,0
1998,9,Georgia,34,1,0
1998,6,Georgia,3,0,0
1998,9,Georgia,20,2,0
1998,9,Georgia,20,0,0
1998,8,Georgia,33,0,0
1998,5,Georgia,27,0,0
1998,4,Georgia,51,0,0
1998,9,Georgia,30,0,0
1998,12,Florida,2,0,0
1998,11,Florida,5,0,0
1998,11,Florida,12,0,0
1998,10,Florida,5,0,0
1998,10,Florida,4,0,0
1998,10,Florida,30,0,0
1998,10,Florida,2,0,0
1998,9,Florida,3,0,0
1998,9,Florida,13,0,0
1998,9,Florida,37,0,0
1998,7,Florida,10,0,0
1998,4,Florida,40,0,0
1998,4,Florida,2,0,0
1998,1,Florida,2,0,0
1998,1,Florida,3,0,0
1998,3,Florida,14,0,0
1998,8,Florida,2,0,0
1998,12,Florida,2,0,0
1998,2,Florida,39,0,0
1998,12,Florida,3,0,0
1998,11,Florida,5,0,0
1998,11,Florida,2,0,0
1998,11,Florida,2,1,0
1998,11,Florida,2,0,0
1998,11,Florida,7,0,0
1998,11,Florida,31,0,0
1998,11,Florida,5,0,0
1998,10,Florida,2,0,0
1998,10,Florida,2,0,0
1998,10,Florida,4,0,0
1998,10,Florida,3,0,0
1998,9,Florida,2,0,0
1998,9,Florida,2,0,0
1998,9,Florida,2,0,0
1998,8,Florida,2,0,0
1998,8,Florida,3,0,0
1998,8,Florida,644,0,0
1998,8,Florida,2,0,0
1998,8,Florida,15,1,0
1998,8,Florida,3,0,0
1998,8,Florida,2,0,0
1998,8,Florida,2,0,0
1998,8,Florida,2,0,0
1998,7,Florida,2,0,0
1998,7,Florida,8,0,0
1998,7,Florida,2,0,0
1998,7,Florida,2,1,0
1998,7,Florida,3,0,0
1998,7,Florida,3,0,0
1998,7,Florida,5,1,0
1998,7,Florida,5,0,0
1998,7,Florida,62,0,0
1998,7,Florida,7,0,0
1998,7,Florida,429,35,0
1998,7,Florida,2,0,0
1998,6,Florida,4,0,0
1998,6,Florida,3,1,0
1998,6,Florida,2,0,0
1998,6,Florida,2,0,0
1998,6,Florida,3,0,0
1998,6,Florida,2,0,0
1998,6,Florida,5,0,0
1998,6,Florida,2,0,0
1998,6,Florida,2,0,0
1998,6,Florida,6,0,0
1998,6,New York,4,3,0
1998,6,Florida,2,0,0
1998,6,Florida,8,1,0
1998,5,Florida,2,0,0
1998,5,Florida,3,0,0
1998,5,Florida,3,0,0
1998,5,Florida,5,0,0
1998,5,Florida,3,0,0
1998,5,Florida,23,0,0
1998,5,Florida,7,0,0
1998,5,Florida,2,0,0
1998,5,Florida,3,0,0
1998,5,Florida,3,0,0
1998,4,Florida,4,0,0
1998,4,Florida,2,0,0
1998,4,Maryland,32,0,0
1998,4,Florida,27,0,0
1998,4,Florida,4,0,0
1998,4,Florida,2,0,0
1998,4,Florida,2,0,0
1998,4,Florida,3,0,0
1998,4,Florida,4,0,0
1998,4,Florida,3,1,0
1998,3,Florida,11,0,0
1998,3,Florida,2,0,0
1998,3,Florida,2,0,0
1998,3,Florida,3,0,0
1998,3,Florida,2,0,0
1998,3,Florida,2,2,0
1998,2,Florida,3,0,0
1998,2,Florida,8,0,0
1998,2,Florida,3,0,0
1998,2,Florida,6,0,0
1998,2,Florida,2,1,0
1998,2,Florida,4,0,0
1998,2,Florida,35,1,
1998,2,Florida,18,0,0
1998,2,Florida,2,0,0
1998,2,Florida,8,0,0
1998,2,Florida,3,0,0
1998,2,Florida,5,0,0
1998,1,Florida,3,0,0
1998,1,Florida,2,0,0
1998,1,Florida,2,0,0
1998,12,Florida,2,0,0
1998,12,Florida,2,0,0
1998,12,Florida,2,1,0
1998,12,Florida,2,0,0
1998,11,Florida,4,0,0
1998,10,Florida,2,1,0
1998,10,Florida,3,1,0
1998,12,New York,7,0,0
1998,12,Florida,4,0,0
1998,12,Florida,3,0,0
1998,12,Florida,6,0,0
1998,12,Florida,5,0,0
1998,12,Florida,2,2,0
1998,12,Florida,6,0,0
1998,12,Florida,8,0,0
1998,12,Florida,2,0,0
1998,12,Florida,2,0,0
1998,12,Florida,3,0,0
1998,12,Florida,5,0,0
1998,12,Florida,6,0,0
1998,12,Florida,2,0,0
1998,12,Florida,2,0,0
1998,11,Florida,3,0,0
1998,11,Florida,57,0,0
1998,11,Florida,3,0,0
1998,11,Florida,2,0,0
1998,11,Florida,22,0,0
1998,11,Florida,2,0,0
1998,10,Florida,7,0,0
1998,11,Florida,2,0,0
1998,10,Florida,3,0,0
1998,10,Florida,2,2,0
1998,10,Florida,14,0,0
1998,10,Florida,2,0,0
1998,10,Florida,3,0,0
1998,10,Florida,2,0,0
1998,10,Florida,3,0,0
1998,10,Florida,5,0,0
1998,10,Florida,2,0,0
1998,9,Florida,2,0,0
1998,9,Florida,4,0,0
1998,9,Florida,4,0,0
1998,9,Florida,9,0,0
1998,8,Florida,81,0,0
1998,8,Florida,2,1,0
1998,8,Florida,3,0,0
1998,8,Florida,2,0,0
1998,8,Florida,5,0,0
1998,8,Florida,2,0,0
1998,8,Florida,2,0,0
1998,8,Florida,2,1,0
1998,8,Florida,2,0,2
1998,7,Florida,2,0,0
1998,7,Florida,12,0,0
1998,7,Florida,4,0,0
1998,7,Florida,3,0,0
1998,6,Florida,3,0,0
1998,6,Florida,4,0,0
1998,6,Florida,2,0,0
1998,6,Florida,2,0,0
1998,6,Florida,11,0,0
1998,6,Florida,2,0,0
1998,6,Florida,2,0,0
1998,6,Florida,2,0,0
1998,6,Florida,2,1,0
1998,5,Florida,3,0,0
1998,5,Florida,2,0,0
1998,5,Florida,2,0,0
1998,5,Florida,2,0,0
1998,5,Florida,2,0,0
1998,5,Florida,2,0,0
1998,5,Florida,2,0,0
1998,5,Florida,2,2,0
1998,5,Florida,2,2,2
1998,5,Florida,7,0,0
1998,5,Florida,2,0,0
1998,5,Florida,3,0,0
1998,5,Florida,3,0,0
1998,5,Florida,2,0,0
1998,5,Florida,2,0,0
1998,5,Florida,2,0,0
1998,5,Florida,2,0,0
1998,5,Florida,8,0,0
1998,4,Florida,2,0,0
1998,4,Florida,3,1,0
1998,4,Florida,4,0,0
1998,4,Florida,3,0,0
1998,4,Florida,5,0,0
1998,4,Florida,12,2,0
1998,4,Florida,3,0,0
1998,4,Florida,3,2,0
1998,4,Florida,3,0,0
1998,4,Florida,6,0,0
1998,4,Florida,2,0,0
1998,4,Florida,2,0,0
1998,4,Florida,2,0,0
1998,4,Florida,2,0,0
1998,3,Florida,2,0,0
1998,3,Florida,3,0,0
1998,3,Florida,2,,0
1998,3,Florida,2,0,0
1998,3,Florida,24,0,0
1998,3,Florida,2,0,0
1998,3,Florida,3,1,0
1998,3,Florida,2,0,0
1998,3,Florida,4,0,0
1998,3,Florida,2,0,0
1998,3,Florida,3,2,0
1998,3,Florida,2,,0
1998,3,Florida,2,0,0
1998,3,Florida,2,0,0
1998,3,Florida,4,0,0
1998,3,Florida,7,0,0
1998,3,Florida,2,0,0
1998,3,Florida,3,0,0
1998,3,Florida,8,0,0
1998,3,Florida,2,1,0
1998,3,Florida,3,0,0
1998,3,Florida,3,0,0
1998,3,Florida,3,0,0
1998,3,Florida,2,0,0
1998,3,Florida,2,0,0
1998,3,Florida,2,0,0
1998,2,Florida,2,0,0
1998,2,Florida,4,0,0
1998,2,Florida,2,0,0
1998,2,Florida,50,1,0
1998,2,Florida,2,,0
1998,2,Florida,43,0,0
1998,2,Florida,15,0,0
1998,1,Florida,2,0,0
1998,1,Florida,2,2,0
1998,1,Florida,3,1,0
1998,1,Florida,3,0,0
1998,1,Florida,5,0,0
1998,1,Florida,3,0,0
1998,1,Florida,5,0,0
1998,1,Florida,2,0,0
1998,1,Florida,2,0,0
1998,1,Florida,2,1,0
1998,1,Florida,18,5,0
1998,1,Florida,2,0,0
1998,1,Florida,2,0,0
1998,5,Florida,2,0,0
1998,5,Florida,2,0,0
1998,9,Washington DC,88,0,0
1998,9,Connecticut,226,0,0
1998,2,Connecticut,10,0,0
1998,2,Connecticut,38,0,0
1998,8,Connecticut,5,0,0
1998,12,Connecticut,19,0,0
1998,11,Connecticut,16,0,0
1998,7,Connecticut,11,0,0
1998,9,Colorado,6,1,0
1998,9,Colorado,6,0,0
1998,7,Colorado,13,0,0
1998,7,Colorado,80,0,0
1998,1,Colorado,21,0,0
1998,5,Colorado,6,0,0
1998,12,Colorado,4,0,0
1998,11,Colorado,5,0,0
1998,10,Colorado,14,0,0
1998,8,Colorado,25,0,0
1998,7,Colorado,10,3,0
1998,7,Colorado,10,0,0
1998,7,Colorado,17,0,0
1998,7,Colorado,7,0,0
1998,7,Colorado,5,0,0
1998,7,Colorado,12,0,0
1998,7,Colorado,25,0,0
1998,7,Colorado,34,0,0
1998,6,Colorado,13,0,0
1998,4,Colorado,2,0,0
1998,4,Colorado,11,0,0
1998,4,Colorado,12,0,0
1998,3,Colorado,23,0,0
1998,2,Colorado,11,0,0
1998,2,Colorado,10,0,0
1998,2,Colorado,6,0,0
1998,1,Colorado,3,0,0
1998,1,Colorado,8,0,0
1998,1,Colorado,28,0,0
1998,1,Colorado,10,0,0
1998,5,California,38,0,0
1998,11,California,10,0,0
1998,10,California,64,0,0
1998,8,California,12,0,0
1998,7,California,4,0,0
1998,7,California,20,0,0
1998,5,California,100,0,0
1998,4,California,15,0,0
1998,3,California,26,0,0
1998,3,California,5,1,0
1998,3,California,4,0,0
1998,5,California,6,3,0
1998,1,California,20,0,0
1998,9,California,5,1,0
1998,7,Arizona,58,11,0
1998,3,Arkansas,4,4,0
1998,12,Arkansas,28,3,0
1998,12,Michigan,12,0,0
1998,12,Illinois,12,0,0
1998,12,Hawaii,2,0,0
1998,12,Indiana,26,0,0
1998,12,Michigan,10,0,0
1998,12,California,9,0,0
1998,12,Pennsylvania,7,0,0
1998,12,Michigan,6,0,0
1998,12,Maryland,2,0,0
1998,12,Illinois,2,0,0
1998,12,California,13,0,0
1998,12,Hawaii,2,1,0
1998,12,Massachusetts,31,0,0
1998,12,Pennsylvania,21,7,0
1998,12,Ohio,5,0,0
1998,12,California,15,0,0
1998,12,Michigan,27,0,0
1998,12,California,27,0,0
1998,12,Pennsylvania,2,2,0
1998,12,California,28,0,0
1998,12,West Virginia,118,0,0
1998,12,Ohio,300,0,0
1998,12,Wisconsin,12,0,0
1998,12,Hawaii,2,0,0
1998,12,Hawaii,2,0,0
1998,12,Hawaii,4,0,0
1998,12,Michigan,19,0,0
1998,12,Kansas,60,0,0
1998,12,California,14,1,0
1998,12,Minnesota,25,0,0
1998,12,Michigan,4,0,0
1998,12,Michigan,2,0,0
1998,12,Florida,28,0,0
1998,12,California,24,0,0
1998,12,California,13,0,0
1998,12,California,6,0,0
1998,12,Ohio,3,0,0
1998,12,Illinois,4,0,0
1998,12,Illinois,10,0,0
1998,12,Illinois,3,0,0
1998,12,Ohio,2,2,0
1998,12,Ohio,18,0,0
1998,12,Washington,4,0,0
1998,12,Minnesota,10,0,0
1998,12,Washington,2,0,0
1998,12,California,9,0,0
1998,12,Wisconsin,6,0,0
1998,12,Hawaii,2,0,0
1998,12,Ohio,6,0,0
1998,12,Ohio,3,0,0
1998,12,Michigan,6,0,0
1998,12,Minnesota,9,0,0
1998,11,Washington,4,0,0
1998,11,Hawaii,3,0,0
1998,11,Washington,2,0,0
1998,11,Pennsylvania,6,0,0
1998,11,Ohio,3,2,0
1998,11,Washington,3,0,0
1998,11,Ohio,39,0,0
1998,11,West Virginia,11,0,0
1998,11,Pennsylvania,12,3,0
1998,11,Wisconsin,18,3,0
1998,11,Ohio,12,0,0
1998,11,New Jersey,24,10,0
1998,11,California,16,0,0
1998,11,Ohio,5,1,0
1998,11,Ohio,4,1,0
1998,11,Kansas,45,0,0
1998,11,Florida,21,5,0
1998,11,Washington,50,1,0
1998,11,Massachusetts,6,0,0
1998,11,California,40,0,0
1998,11,Ohio,2,0,0
1998,11,Michigan,34,0,0
1998,11,Ohio,51,0,0
1998,11,Ohio,2,0,0
1998,11,Illinois,33,0,0
1998,11,Pennsylvania,9,0,0
1998,11,Ohio,71,0,0
1998,11,California,31,0,0
1998,11,Minnesota,2,0,0
1998,11,Hawaii,4,0,0
1998,11,Michigan,3,0,0
1998,11,Ohio,42,13,0
1998,11,Michigan,6,0,0
1998,11,Michigan,3,0,0
1998,11,Washington,12,0,0
1998,11,Ohio,5,0,0
1998,11,New Jersey,43,0,0
1998,11,Illinois,4,0,0
1998,11,Massachusetts,36,0,0
1998,11,California,7,0,0
1998,11,Ohio,3,0,0
1998,11,Michigan,10,10,0
1998,11,California,17,0,0
1998,11,Wisconsin,13,3,0
1998,11,Ohio,4,0,0
1998,11,Pennsylvania,135,0,0
1998,11,Ohio,100,0,0
1998,11,Maryland,5,0,0
1998,11,Michigan,8,0,0
1998,11,California,11,0,0
1998,11,Maryland,4,0,0
1998,11,Hawaii,3,1,0
1998,11,Florida,14,0,0
1998,11,Washington,2,0,0
1998,11,Pennsylvania,65,0,0
1998,11,Washington,59,0,0
1998,11,Missouri,40,0,0
1998,11,Illinois,20,0,0
1998,11,Illinois,24,0,0
1998,10,Minnesota,20,0,0
1998,10,California,19,2,0
1998,10,Florida,16,1,0
1998,10,Wisconsin,27,0,0
1998,10,Washington DC,7,0,0
1998,10,Washington,15,0,0
1998,10,California,4,4,1
1998,10,Washington,6,0,0
1998,10,Ohio,10,1,0
1998,10,Ohio,2,,0
1998,10,Illinois,43,2,0
1998,10,Illinois,19,0,0
1998,10,Nevada,14,0,0
1998,10,Washington,6,0,0
1998,10,Washington,7,0,0
1998,10,Minnesota,8,0,0
1998,10,Hawaii,2,0,0
1998,10,Illinois,4,0,0
1998,10,California,9,0,0
1998,10,Indiana,65,0,0
1998,10,Ohio,32,13,0
1998,10,Minnesota,23,0,0
1998,10,Washington,11,1,0
1998,10,West Virginia,100,0,0
1998,10,Massachusetts,47,2,0
1998,10,Michigan,5,0,0
1998,10,Illinois,14,0,0
1998,10,California,15,1,0
1998,10,Wisconsin,18,11,0
1998,10,California,3,3,0
1998,10,Michigan,8,0,0
1998,10,California,39,1,0
1998,10,Virginia,78,0,0
1998,10,Michigan,10,0,0
1998,10,Hawaii,6,0,0
1998,10,Hawaii,2,0,0
1998,10,Hawaii,5,0,0
1998,10,Florida,19,0,0
1998,10,Illinois,24,0,0
1998,10,Ohio,3,0,0
1998,10,Minnesota,17,2,0
1998,10,New Jersey,40,0,0
1998,10,California,209,1,0
1998,10,Hawaii,48,0,0
1998,9,California,17,4,0
1998,9,Missouri,42,0,0
1998,9,Ohio,29,0,0
1998,9,Illinois,15,0,0
1998,9,Ohio,8,1,0
1998,9,Hawaii,2,0,0
1998,9,Illinois,2,0,0
1998,9,Maryland,14,0,0
1998,9,Maryland,258,4,0
1998,9,Nevada,71,4,0
1998,9,Washington,8,0,0
1998,9,Wisconsin,3,0,0
1998,9,Florida,5,0,0
1998,9,Indiana,150,3,0
1998,9,California,11,5,0
1998,9,California,318,4,0
1998,9,Ohio,6,6,0
1998,9,Pennsylvania,10,0,0
1998,9,Virginia,18,0,0
1998,9,Pennsylvania,2,1,0
1998,9,Washington,4,1,0
1998,9,Washington,8,1,0
1998,9,Florida,270,5,0
1998,9,Illinois,8,0,0
1998,9,Maryland,50,0,0
1998,9,Florida,14,0,0
1998,9,Wisconsin,22,0,0
1998,9,Washington,39,0,0
1998,9,Minnesota,16,0,0
1998,9,California,23,1,0
1998,9,New Jersey,10,0,0
1998,9,Washington,3,0,0
1998,9,Massachusetts,60,0,0
1998,9,Michigan,3,0,0
1998,9,Ohio,6,6,0
1998,9,Missouri,19,0,0
1998,8,New Jersey,8,1,0
1998,8,Massachusetts,6,0,0
1998,8,Ohio,3,0,0
1998,8,Florida,5,0,0
1998,8,Ohio,50,12,0
1998,8,Wisconsin,17,0,0
1998,8,Washington,3,0,0
1998,8,Maryland,6,0,0
1998,8,Virginia,41,0,0
1998,8,Florida,16,1,0
1998,8,Washington,30,0,0
1998,8,Pennsylvania,4,0,0
1998,8,Maryland,3,0,0
1998,8,Minnesota,12,0,0
1998,8,Ohio,46,0,0
1998,8,Kansas,128,2,0
1998,8,Florida,40,1,0
1998,8,California,16,0,0
1998,8,California,4,1,0
1998,8,Illinois,15,0,0
1998,8,Minnesota,15,0,0
1998,8,California,42,0,0
1998,8,Pennsylvania,23,0,0
1998,8,Minnesota,5,0,0
1998,8,Illinois,6,0,0
